5.376000000000000000e+03	5.357825684815686145e+03
5.397000000000000000e+03	5.352126344207303191e+03
5.410000000000000000e+03	5.355530455700848506e+03
5.382000000000000000e+03	5.350762813125033972e+03
5.373000000000000000e+03	5.348517341797382869e+03
5.386000000000000000e+03	5.337609779164352403e+03
5.362000000000000000e+03	5.346353561547214667e+03
5.378000000000000000e+03	5.357474433702908755e+03
5.382000000000000000e+03	5.348699073136592233e+03
5.385000000000000000e+03	5.344138592037958915e+03
5.394000000000000000e+03	5.354153449837766857e+03
5.376000000000000000e+03	5.360566231164129022e+03
5.368000000000000000e+03	5.356218180811759339e+03
5.389000000000000000e+03	5.352233913933426265e+03
5.380000000000000000e+03	5.364758260105262707e+03
5.373000000000000000e+03	5.346637669645028836e+03
5.399000000000000000e+03	5.348420177069102465e+03
5.363000000000000000e+03	5.349737679681128611e+03
5.357000000000000000e+03	5.352636731164063349e+03
5.343000000000000000e+03	5.362512406508979439e+03
5.370000000000000000e+03	5.363997184658094739e+03
5.353000000000000000e+03	5.350245118840498435e+03
5.346000000000000000e+03	5.359054891573935492e+03
5.349000000000000000e+03	5.360069862111570728e+03
5.377000000000000000e+03	5.362888666761095919e+03
5.348000000000000000e+03	5.354401686323449212e+03
5.323000000000000000e+03	5.353585557245301061e+03
5.348000000000000000e+03	5.354093511710133498e+03
5.350000000000000000e+03	5.365131638823922003e+03
5.375000000000000000e+03	5.351691995131180192e+03
5.385000000000000000e+03	5.351683476224608057e+03
5.374000000000000000e+03	5.366232073721718734e+03
5.387000000000000000e+03	5.356067348989951824e+03
5.372000000000000000e+03	5.356455719639242488e+03
5.370000000000000000e+03	5.361958991979611710e+03
5.371000000000000000e+03	5.360035933394437052e+03
5.396000000000000000e+03	5.362001880602637357e+03
5.419000000000000000e+03	5.349355366453523857e+03
5.387000000000000000e+03	5.353203194659483415e+03
5.363000000000000000e+03	5.357108620925218929e+03
5.389000000000000000e+03	5.360803094900606084e+03
5.398000000000000000e+03	5.349777763039588535e+03
5.398000000000000000e+03	5.352127880586111132e+03
5.372000000000000000e+03	5.349216836515170144e+03
5.459000000000000000e+03	5.352673825624508027e+03
5.399000000000000000e+03	5.375652403109519582e+03
5.413000000000000000e+03	5.365946646897422397e+03
5.419000000000000000e+03	5.367314936665390633e+03
5.429000000000000000e+03	5.384079700382304509e+03
5.426000000000000000e+03	5.403598515405394210e+03
5.441000000000000000e+03	5.382496598039160745e+03
5.418000000000000000e+03	5.406893126502669475e+03
5.397000000000000000e+03	5.422131066722435207e+03
5.367000000000000000e+03	5.443343492032692666e+03
5.391000000000000000e+03	5.422016105810676891e+03
5.505000000000000000e+03	5.443818466327609713e+03
5.536000000000000000e+03	5.448416994825316578e+03
5.474000000000000000e+03	5.535766466902954562e+03
