5.368000000000000000e+03	5.253871846307361920e+03
5.381000000000000000e+03	5.248140109884171579e+03
5.346000000000000000e+03	5.255977561636669634e+03
5.431000000000000000e+03	5.231504409610102812e+03
5.420000000000000000e+03	5.241753436505408899e+03
5.387000000000000000e+03	5.266145766284535966e+03
5.351000000000000000e+03	5.246218505076018118e+03
5.339000000000000000e+03	5.254398306554307055e+03
5.365000000000000000e+03	5.280901635925710252e+03
5.369000000000000000e+03	5.313096126298030867e+03
5.375000000000000000e+03	5.298931275128497873e+03
5.376000000000000000e+03	5.315609876996065395e+03
5.397000000000000000e+03	5.317301007935599955e+03
5.393000000000000000e+03	5.306259694286070044e+03
5.385000000000000000e+03	5.319750484151260935e+03
5.393000000000000000e+03	5.320007781075221828e+03
5.373000000000000000e+03	5.320073931094632826e+03
5.379000000000000000e+03	5.311280679802212035e+03
5.399000000000000000e+03	5.323196959935672567e+03
5.364000000000000000e+03	5.335101066902291677e+03
5.358000000000000000e+03	5.328356639498251752e+03
5.347000000000000000e+03	5.328347327178400519e+03
5.353000000000000000e+03	5.324467056573637819e+03
5.330000000000000000e+03	5.338157168070270018e+03
5.356000000000000000e+03	5.319843429332279811e+03
5.348000000000000000e+03	5.337283450091200393e+03
5.354000000000000000e+03	5.322409365196391263e+03
5.360000000000000000e+03	5.320309058627317427e+03
5.367000000000000000e+03	5.319217492655342539e+03
5.365000000000000000e+03	5.330346900852867293e+03
5.376000000000000000e+03	5.326391682058072547e+03
5.404000000000000000e+03	5.312358793570997477e+03
5.327000000000000000e+03	5.305698337019988685e+03
5.357000000000000000e+03	5.301832671815213871e+03
5.354000000000000000e+03	5.339102006965993496e+03
5.356000000000000000e+03	5.338251168758587482e+03
5.371000000000000000e+03	5.338635792797021168e+03
5.352000000000000000e+03	5.325304135235788635e+03
5.394000000000000000e+03	5.311184851808148778e+03
5.317000000000000000e+03	5.297358486611147782e+03
5.354000000000000000e+03	5.285663977858434009e+03
5.349000000000000000e+03	5.288044917004014678e+03
5.367000000000000000e+03	5.291700936604364870e+03
5.316000000000000000e+03	5.262679700886425053e+03
5.383000000000000000e+03	5.293565883192525689e+03
5.322000000000000000e+03	5.278289989230179344e+03
5.331000000000000000e+03	5.296229947071051356e+03
5.378000000000000000e+03	5.283047211595509907e+03
5.364000000000000000e+03	5.266361089265960800e+03
5.340000000000000000e+03	5.264693537011174158e+03
5.309000000000000000e+03	5.237371449221255716e+03
5.253000000000000000e+03	5.226430140685735751e+03
5.291000000000000000e+03	5.246003283698760242e+03
5.313000000000000000e+03	5.253668291817639329e+03
5.263000000000000000e+03	5.213773200223530694e+03
5.308000000000000000e+03	5.204705714213050669e+03
5.229000000000000000e+03	5.217189144173248678e+03
5.266000000000000000e+03	5.199547826900009568e+03
5.246000000000000000e+03	5.213629113846551263e+03
5.242000000000000000e+03	5.204744101719593345e+03
5.256000000000000000e+03	5.200212733269733690e+03
5.243000000000000000e+03	5.220623789359502553e+03
5.210000000000000000e+03	5.196505764954017650e+03
5.183000000000000000e+03	5.195809406710620351e+03
5.156000000000000000e+03	5.208945230258415904e+03
5.239000000000000000e+03	5.216155422884123254e+03
5.227000000000000000e+03	5.216203406257453025e+03
5.203000000000000000e+03	5.245289735896991260e+03
5.283000000000000000e+03	5.244779973778707244e+03
5.291000000000000000e+03	5.243386329393847518e+03
5.318000000000000000e+03	5.247655074960420279e+03
5.290000000000000000e+03	5.257806707726648710e+03
5.286000000000000000e+03	5.259945964485415061e+03
5.325000000000000000e+03	5.249618061037715961e+03
5.318000000000000000e+03	5.259585767287857379e+03
5.303000000000000000e+03	5.250737237545730750e+03
5.327000000000000000e+03	5.264398587283587403e+03
5.314000000000000000e+03	5.283432542773902242e+03
5.301000000000000000e+03	5.294838227265297064e+03
5.296000000000000000e+03	5.307185340555109178e+03
5.315000000000000000e+03	5.303843034546398485e+03
5.308000000000000000e+03	5.314630365300762605e+03
5.297000000000000000e+03	5.328900279361742832e+03
5.316000000000000000e+03	5.331186500151080509e+03
5.337000000000000000e+03	5.359598489695362332e+03
5.348000000000000000e+03	5.425958830807255254e+03
5.353000000000000000e+03	5.420364518041941665e+03
5.328000000000000000e+03	5.390699347031059915e+03
5.351000000000000000e+03	5.417726590432302146e+03
5.363000000000000000e+03	5.431282016850354012e+03
5.399000000000000000e+03	5.450061658740804887e+03
5.373000000000000000e+03	5.470775405569545001e+03
5.372000000000000000e+03	5.486722101273447151e+03
5.390000000000000000e+03	5.486703204493977864e+03
5.455000000000000000e+03	5.494697249551391906e+03
5.418000000000000000e+03	5.496773939736615830e+03
5.402000000000000000e+03	5.506559494545666894e+03
5.445000000000000000e+03	5.521749965970138874e+03
5.451000000000000000e+03	5.520446478038187706e+03
5.504000000000000000e+03	5.544278174358169963e+03
5.515000000000000000e+03	5.587799101997821708e+03
5.547000000000000000e+03	5.604745355373555867e+03
5.542000000000000000e+03	5.612271571176500402e+03
5.560000000000000000e+03	5.641025499291263259e+03
5.534000000000000000e+03	5.643432950233906922e+03
5.505000000000000000e+03	5.654348294447771877e+03
5.555000000000000000e+03	5.684309921772081907e+03
5.614000000000000000e+03	5.686788037655826884e+03
5.623000000000000000e+03	5.690491101863456606e+03
5.615000000000000000e+03	5.707028988137585657e+03
5.620000000000000000e+03	5.710763956218892417e+03
5.646000000000000000e+03	5.731570699890609831e+03
5.563000000000000000e+03	5.765174506075214595e+03
5.570000000000000000e+03	5.781198473268218549e+03
5.614000000000000000e+03	5.880003502734647554e+03
5.643000000000000000e+03	5.904651244469901940e+03
5.704000000000000000e+03	5.938934613125139549e+03
5.809000000000000000e+03	5.944393255363112075e+03
5.904000000000000000e+03	5.957679373765143282e+03
5.967000000000000000e+03	6.021275525800559990e+03
5.981000000000000000e+03	6.043243962312410986e+03
5.905000000000000000e+03	6.066178258904644281e+03
5.827000000000000000e+03	6.085111325623022822e+03
